make_model,year,price_usd,transmission,color,body_type,engine_cap,engine_type,wheel_pos,mileage,city,car_link,date,age
Mercedes-Benz S-класс,2007,15800,автомат,черный,седан,5.5,бензин,руль слева,234 567 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-s-klass-6426fdded295c822890162,04_01_2023,16
Honda Civic,2004,7200,автомат,белый,хэтчбек 5 дв.,1.6,бензин,руль справа,160 000 км,Бишкек,https://www.mashina.kg/details/honda-civic-64277ba0d9e6f170901399,04_01_2023,19
Toyota Sequoia,2003,13000,автомат,черный,внедорожник 5 дв.,4.7,бензин,руль слева,35 000 км,Бишкек,https://www.mashina.kg/details/toyota-sequoia-6427c598a8250996143765,04_01_2023,20
Kia K5 II Седан,2016,14500,автомат,серебристый,седан,2.0,газ,руль слева,155 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6427c4808bd4e857927816,04_01_2023,7
Mazda Demio,2003,3380,механика,черный,хэтчбек 5 дв.,1.5,бензин,руль справа,298 505 км,Бишкек,https://www.mashina.kg/details/mazda-demio-642617487bca3225708346,04_01_2023,20
Toyota Camry,2012,19000,автомат,белый,седан,3.5,бензин,руль слева,20 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6426b706b0333561551248,04_01_2023,11
Toyota Corolla,2005,7700,автомат,серебристый,седан,1.6,бензин,руль слева,287 200 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-6427c289d1eb8652277085,04_01_2023,18
Toyota 4Runner,2004,17000,автомат,белый,внедорожник 5 дв.,4.0,бензин,руль слева,227 000 км,Бишкек,https://www.mashina.kg/details/toyota-4runner-6427c18fd25ab528819963,04_01_2023,19
Toyota Crown,2004,11300,автомат,серебристый,седан,3.0,бензин,руль справа,210 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-642665df240b5485164959,04_01_2023,19
Hyundai Grandeur,2017,17000,автомат,черный,седан,3.0,бензин / газ,руль слева,143 000 км,Бишкек,https://www.mashina.kg/details/hyundai-grandeur-6427c0efe37f2517759262,04_01_2023,6
Honda Fit,2003,7300,вариатор,черный,хэтчбек 5 дв.,1.3,бензин,руль справа,253 200 км,Бишкек,https://www.mashina.kg/details/honda-fit-6426ac8e423a2072301363,04_01_2023,20
Hyundai Sonata,2018,14900,автомат,серый,седан,2.0,газ,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64267a4f35efa059833491,04_01_2023,5
Honda FR-V,2008,12500,механика,синий,компактвэн,2.2,дизель,руль слева,195 000 км,Бишкек,https://www.mashina.kg/details/honda-fr-v-6426d9761bb12858656224,04_01_2023,15
Toyota Prius,2008,9800,автомат,синий,хэтчбек 5 дв.,1.5,гибрид,руль слева,280 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-642846356ab84492903638,04_01_2023,15
Lexus RX,2005,15500,автомат,белый,внедорожник 5 дв.,3.3,бензин,руль слева,77 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-6426db0d25b8a352973849,04_01_2023,18
Kia Morning,2017,11300,автомат,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,94 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64284165be2fb403554872,04_01_2023,6
Toyota RAV4,2017,18900,автомат,хамелеон,внедорожник 5 дв.,2.5,бензин,руль слева,129 000 км,Бишкек,https://www.mashina.kg/details/toyota-rav4-642844e8a9b4e878027762,04_01_2023,6
Honda Inspire,2004,8600,автомат,белый,седан,3.0,бензин,руль справа,260 000 км,Бишкек,https://www.mashina.kg/details/honda-inspire-6427ded4cd0dc013538095,04_01_2023,19
Toyota Noah,2004,8300,автомат,серебристый,минивэн,2.0,бензин,руль справа,206 000 км,Бишкек,https://www.mashina.kg/details/toyota-noah-6427d9e2c8c32492844741,04_01_2023,19
Mazda 6,2003,5300,механика,серый,седан,2.0,бензин,руль слева,225 600 км,Бишкек,https://www.mashina.kg/details/mazda-6-6428444f1c75c646348713,04_01_2023,20
Lexus RX,2005,16000,вариатор,белый,внедорожник 5 дв.,3.3,гибрид,руль слева,260 000 км,Бишкек,https://www.mashina.kg/details/lexus-rx-6426bda5d557c090545647,04_01_2023,18
Honda Elysion,2005,9500,автомат,белый,минивэн,2.4,бензин,руль справа,260 000 км,Бишкек,https://www.mashina.kg/details/honda-elysion-6427d738b3f3b218698228,04_01_2023,18
Toyota Passo,2004,3971,автомат,белый,хэтчбек 5 дв.,1.0,бензин,руль справа,291 999 км,Бишкек,https://www.mashina.kg/details/toyota-passo-642843ea6fb11258254766,04_01_2023,19
Honda CR-V,2003,10200,механика,серебристый,внедорожник 5 дв.,2.0,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-6426f1c3b5cca206788431,04_01_2023,20
Daihatsu Cuore,2008,5800,механика,красный,хэтчбек 5 дв.,1.0,бензин,руль слева,210 000 км,Бишкек,https://www.mashina.kg/details/daihatsu-cuore-642833b81d542173657207,04_01_2023,15
Toyota 4Runner,2005,17500,автомат,серебристый,внедорожник 5 дв.,4.0,бензин,руль слева,243 700 км,Бишкек,https://www.mashina.kg/details/toyota-4runner-642841ac1f820912370647,04_01_2023,18
Hyundai Sonata,2015,11500,автомат,серебристый,седан,2.0,газ,руль слева,255 356 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-642691ee7e94a338905820,04_01_2023,8
Hyundai Sonata,2016,12300,автомат,серебристый,седан,2.0,газ,руль слева,114 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6426910acaf38504812840,04_01_2023,7
Honda Edix,2004,6700,автомат,серебристый,компактвэн,2.0,бензин,руль справа,197 500 км,Бишкек,https://www.mashina.kg/details/honda-edix-642840fd3054b147066041,04_01_2023,19
Lexus GX,2003,18000,автомат,серый,внедорожник 5 дв.,4.7,бензин,руль слева,300 300 км,Бишкек,https://www.mashina.kg/details/lexus-gx-6428409850980748485260,04_01_2023,20
Toyota Camry,2016,15300,автомат,синий,седан,2.5,бензин,руль слева,81 250 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64266eba2227f208188611,04_01_2023,7
Kia K5 II Седан,2016,11000,автомат,черный,седан,2.0,газ,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64283f7d9e7f7329806657,04_01_2023,7
Subaru Forester,2017,15800,вариатор,зеленый,внедорожник 5 дв.,2.5,бензин,руль слева,52 893 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64283e9d84dcb098467954,04_01_2023,6
Lexus RX,2004,14500,автомат,черный,внедорожник 5 дв.,3.0,бензин,руль слева,235 300 км,Бишкек,https://www.mashina.kg/details/lexus-rx-64280ad5589cb953023627,04_01_2023,19
Honda Jazz,2007,7499,механика,красный,хэтчбек 5 дв.,1.3,бензин,руль слева,228 700 км,Бишкек,https://www.mashina.kg/details/honda-jazz-64271a5c42794367382582,04_01_2023,16
Toyota Harrier,2003,13000,автомат,черный,внедорожник 5 дв.,3.0,бензин,руль справа,292 000 км,Бишкек,https://www.mashina.kg/details/toyota-harrier-64280a362c791996260710,04_01_2023,20
Kia K5 II Седан,2016,15999,автомат,черный,седан,2.0,газ,руль слева,136 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-642662cd3836a552694564,04_01_2023,7
Honda Accord,2003,7800,автомат,серебристый,седан,2.0,бензин,руль справа,255 000 км,Бишкек,https://www.mashina.kg/details/honda-accord-6427bc0fde84d147115700,04_01_2023,20
Lexus ES,2004,10000,автомат,черный,седан,3.3,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/lexus-es-6426e0116c866522209548,04_01_2023,19
Toyota Corolla,2016,15000,вариатор,серебристый,седан,1.8,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/toyota-corolla-6428093883571741553814,04_01_2023,7
Subaru Impreza,2003,4799,автомат,синий,универсал,1.5,бензин,руль справа,37 900 км,Бишкек,https://www.mashina.kg/details/subaru-impreza-6428085adf7f0591194480,04_01_2023,20
Toyota Camry,2012,15200,автомат,черный,седан,2.5,бензин,руль слева,151 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427ec2722032174407256,04_01_2023,11
Honda Stepwgn,2005,10813,автомат,белый,минивэн,2.4,бензин,руль справа,158 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-6426260d9df37635157993,04_01_2023,18
Honda Accord,2005,7999,автомат,серебристый,седан,2.0,бензин,руль справа,0 км,Бишкек,https://www.mashina.kg/details/honda-accord-64280772789f2894745711,04_01_2023,18
Honda CR-V,2005,11800,автомат,белый,внедорожник 5 дв.,2.4,бензин,руль слева,190 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-642806fe168d1962556150,04_01_2023,18
Kia Sportage,2016,15500,робот,голубой,внедорожник 5 дв.,1.7,дизель,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/kia-sportage-642806f747dba995748526,04_01_2023,7
Toyota Camry,2013,16500,автомат,черный,седан,3.5,бензин,руль слева,185 200 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6428062332fcb506978260,04_01_2023,10
Toyota Camry,2004,7800,автомат,синий,седан,2.4,бензин,руль слева,17 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-642806214e236394827938,04_01_2023,19
Toyota Camry,2014,13900,вариатор,белый,седан,2.5,гибрид,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427a99c3dee5993101330,04_01_2023,9
Mercedes-Benz Viano,2009,12800,механика,белый,минивэн,2.1,дизель,руль слева,0 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-viano-642805df6f99f797528865,04_01_2023,14
Honda Stream,2004,8100,автомат,белый,компактвэн,2.0,бензин,руль справа,229 000 км,Бишкек,https://www.mashina.kg/details/honda-stream-6428053a6ab51881064544,04_01_2023,19
Hyundai Accent,2014,11800,автомат,белый,седан,1.4,бензин,руль слева,80 000 км,Бишкек,https://www.mashina.kg/details/hyundai-accent-642805294337f473237932,04_01_2023,9
Kia Morning,2016,8000,автомат,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,65 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-642803d2d352b898103681,04_01_2023,7
Honda Jazz,2003,5000,механика,жёлтый,хэтчбек 5 дв.,1.3,бензин,руль слева,65 000 км,Бишкек,https://www.mashina.kg/details/honda-jazz-64269a44756cb809244566,04_01_2023,20
Mercedes-Benz S-класс,2006,15000,автомат,серый,седан,5.5,бензин,руль слева,145 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-s-klass-6426bce2f0cdf759813603,04_01_2023,17
Toyota Prius,2015,14500,автомат,белый,хэтчбек 5 дв.,1.8,гибрид,руль слева,217 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-6427d9ebc9f36002208694,04_01_2023,8
Toyota Camry (Japan),2014,19500,автомат,белый,седан,2.5,бензин,руль слева,90 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-japan-6427d980ee2e1819690825,04_01_2023,9
Kia Sportage,2017,16500,автомат,черный,внедорожник 5 дв.,2.0,дизель,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/kia-sportage-6426ad26c5060661572253,04_01_2023,6
Subaru Impreza,2003,5349,автомат,серебристый,универсал,1.5,бензин,руль справа,257 000 км,Бишкек,https://www.mashina.kg/details/subaru-impreza-6427d855531e6859780334,04_01_2023,20
Mazda Demio,2004,5000,автомат,красный,хэтчбек 5 дв.,1.5,бензин,руль справа,220 000 км,Бишкек,https://www.mashina.kg/details/mazda-demio-6427d7f1342cd029913422,04_01_2023,19
Toyota Camry,2017,16500,автомат,серый,седан,2.5,бензин,руль слева,86 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427d7b2eefdb352534881,04_01_2023,6
Kia Morning,2016,8600,автомат,бежевый,хэтчбек 5 дв.,1.0,бензин,руль слева,156 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-6427d7a24cb93197420867,04_01_2023,7
Mazda Demio,2005,5900,автомат,серебристый,хэтчбек 5 дв.,1.5,бензин,руль справа,180 000 км,Бишкек,https://www.mashina.kg/details/mazda-demio-6427d79347ae7328649618,04_01_2023,18
Hyundai Sonata,2016,14500,автомат,белый,седан,2.4,бензин,руль слева,58 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6427d77951013304179758,04_01_2023,7
Lexus GS,2006,8500,автомат,серебристый,седан,3.0,бензин,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/lexus-gs-642697fa22678065830521,04_01_2023,17
Toyota Ist,2012,12000,автомат,серый,хэтчбек 5 дв.,1.8,бензин,руль слева,129 000 км,Бишкек,https://www.mashina.kg/details/toyota-ist-6427d70e2bdb7411128442,04_01_2023,11
Toyota Ist,2004,6900,автомат,белый,хэтчбек 5 дв.,1.5,бензин,руль справа,263 000 км,Бишкек,https://www.mashina.kg/details/toyota-ist-6427d6e9c52d6600910010,04_01_2023,19
Hyundai Sonata,2018,13200,автомат,белый,седан,2.0,газ,руль слева,285 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6426e7cb443f3976917560,04_01_2023,5
Hyundai Sonata,2018,13500,автомат,белый,седан,2.0,газ,руль слева,295 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6426e8c85ea0f705079729,04_01_2023,5
Mazda Demio,2003,5100,автомат,красный,хэтчбек 5 дв.,1.3,бензин,руль справа,210 000 км,Бишкек,https://www.mashina.kg/details/mazda-demio-6427d60ce805e610413551,04_01_2023,20
Mercedes-Benz E-класс,2005,8300,автомат,серый,седан,3.5,бензин,руль слева,225 803 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-e-klass-6427d5943a0d6412930772,04_01_2023,18
Toyota Camry,2017,17500,автомат,коричневый,седан,2.5,бензин,руль слева,112 654 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427d505d79b9919711500,04_01_2023,6
Kia Morning,2016,8400,автомат,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-6426ebd85d3cb899088931,04_01_2023,7
Toyota Estima,2006,12500,вариатор,белый,минивэн,2.4,бензин,руль справа,144 479 км,Бишкек,https://www.mashina.kg/details/toyota-estima-64283e550d5bc191005445,04_01_2023,17
Toyota Raum,2003,6850,автомат,голубой,компактвэн,1.5,бензин,руль справа,217 567 км,Бишкек,https://www.mashina.kg/details/toyota-raum-64271d2600fa9295066731,04_01_2023,20
Kia Morning,2017,8400,автомат,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-64283d474eeca378808837,04_01_2023,6
Audi A4,2003,5999,вариатор,серый,универсал,2.4,бензин,руль слева,350 000 км,Бишкек,https://www.mashina.kg/details/audi-a4-64283cf884820750279285,04_01_2023,20
Subaru Forester,2016,17500,вариатор,черный,внедорожник 5 дв.,2.5,бензин,руль слева,103 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64283cf6b0e69595603628,04_01_2023,7
BMW 5 серии,2003,12800,механика,хамелеон,седан,3.0,бензин,руль слева,235 000 км,Бишкек,https://www.mashina.kg/details/bmw-5-serii-64283cd3416de418790709,04_01_2023,20
Hyundai Sonata,2019,15300,автомат,серебристый,седан,2.0,газ,руль слева,174 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-642728ad59f4c827303163,04_01_2023,4
Hyundai Sonata,2016,11500,автомат,белый,седан,2.0,газ,руль слева,300 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-64283b61dcbca219094003,04_01_2023,7
Toyota Prius v (+),2012,14400,вариатор,серебристый,универсал,1.8,гибрид,руль слева,146 000 км,Бишкек,https://www.mashina.kg/details/toyota-prius-v---6427129a66782431228317,04_01_2023,11
Subaru Outback,2006,9500,механика,серебристый,универсал,2.5,бензин,руль слева,150 000 км,Бишкек,https://www.mashina.kg/details/subaru-outback-6427fddf698cf712692672,04_01_2023,17
Subaru Forester,2017,17500,вариатор,зеленый,внедорожник 5 дв.,2.5,бензин,руль слева,81 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-6426c78c477f1808714562,04_01_2023,6
Mitsubishi Lancer,2008,4950,механика,белый,универсал,1.6,бензин,руль слева,15 000 км,Бишкек,https://www.mashina.kg/details/mitsubishi-lancer-64283a20d6f68270574112,04_01_2023,15
Lexus RX,2003,12000,автомат,черный,внедорожник 5 дв.,3.0,бензин,руль слева,315 974 км,Бишкек,https://www.mashina.kg/details/lexus-rx-642839447d8b3160999577,04_01_2023,20
Honda Civic,2003,6300,автомат,красный,хэтчбек 5 дв.,1.6,бензин,руль справа,290 000 км,Бишкек,https://www.mashina.kg/details/honda-civic-6427f500bda0b621409392,04_01_2023,20
Hyundai Sonata,2018,15900,автомат,серый,седан,2.0,газ,руль слева,87 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-642810feaa832882636851,04_01_2023,5
Hummer H2,2003,16000,автомат,белый,внедорожник 5 дв.,6.0,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/hummer-h2-6428375f7eca8462099054,04_01_2023,20
Honda Fit,2018,15500,вариатор,синий,хэтчбек 5 дв.,1.5,бензин,руль слева,75 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-6427e6c7d7559425227013,04_01_2023,5
Toyota Camry,2005,12000,автомат,серебристый,седан,2.4,бензин,руль слева,223 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6428366b039dd442442740,04_01_2023,18
Toyota Crown,2007,12000,автомат,белый,седан,3.5,бензин,руль справа,102 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-642675e5a65eb823887537,04_01_2023,16
Lexus GS,2006,13600,автомат,черный,седан,4.3,бензин,руль слева,198 000 км,Бишкек,https://www.mashina.kg/details/lexus-gs-6426e38a3a5fa562210890,04_01_2023,17
Kia Sportage,2017,17300,робот,синий,внедорожник 5 дв.,1.7,дизель,руль слева,106 000 км,Бишкек,https://www.mashina.kg/details/kia-sportage-64269976ceb8e427634905,04_01_2023,6
Subaru Crosstrek,2016,14600,вариатор,белый,внедорожник 5 дв.,2.0,бензин,руль слева,148 000 км,Бишкек,https://www.mashina.kg/details/subaru-crosstrek-64282c711347c395227626,04_01_2023,7
BMW 5 серии,2008,13500,автомат,серебристый,седан,3.0,бензин,руль слева,142 000 км,Бишкек,https://www.mashina.kg/details/bmw-5-serii-64282c6f38af4611554479,04_01_2023,15
Honda Fit,2005,6200,вариатор,серый,хэтчбек 5 дв.,1.3,бензин,руль справа,314 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64266fdc379e7706647386,04_01_2023,18
Subaru Forester,2016,16300,вариатор,серебристый,внедорожник 5 дв.,2.5,бензин,руль слева,60 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-64282ba178b4e669100950,04_01_2023,7
Toyota Harrier,2003,12000,автомат,белый,внедорожник 5 дв.,2.4,бензин,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/toyota-harrier-64282a8768037611574354,04_01_2023,20
Mazda Demio,2004,5200,автомат,белый,хэтчбек 5 дв.,1.3,бензин,руль справа,250 000 км,Бишкек,https://www.mashina.kg/details/mazda-demio-642829e86d366340059903,04_01_2023,19
Land-Rover Range Rover,2008,18500,автомат,черный,внедорожник 5 дв.,4.2,бензин,руль слева,192 000 км,Бишкек,https://www.mashina.kg/details/land-rover-range-rover-642829d4b54dd323859937,04_01_2023,15
Toyota Harrier,2003,12999,автомат,белый,внедорожник 5 дв.,3.0,бензин,руль справа,223 232 км,Бишкек,https://www.mashina.kg/details/toyota-harrier-642828a889752356550207,04_01_2023,20
Toyota Matrix,2003,6900,автомат,серебристый,минивэн,1.8,бензин,руль слева,189 635 км,Бишкек,https://www.mashina.kg/details/toyota-matrix-64279730c71f4472415296,04_01_2023,20
Suzuki Vitara,2015,8600,автомат,белый,внедорожник 5 дв.,1.6,бензин,руль слева,250 000 км,Бишкек,https://www.mashina.kg/details/suzuki-vitara-6426d6dea77c0238923334,04_01_2023,8
Hyundai Sonata,2016,12000,автомат,серебристый,седан,2.0,газ,руль слева,115 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6426ee0f18452521715639,04_01_2023,7
Hyundai Sonata,2017,15700,автомат,серый,седан,2.0,газ,руль слева,165 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-642673a24840b236161776,04_01_2023,6
Honda Inspire,2004,8700,автомат,белый,седан,3.0,бензин,руль справа,0 км,Бишкек,https://www.mashina.kg/details/honda-inspire-642825e440171874846330,04_01_2023,19
Hyundai Sonata,2016,11700,автомат,серебристый,седан,2.0,газ,руль слева,161 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6427e8364a93a743075762,04_01_2023,7
Subaru XV,2016,15500,вариатор,серебристый,внедорожник 5 дв.,2.0,гибрид,руль слева,80 000 км,Бишкек,https://www.mashina.kg/details/subaru-xv-6428245a223c3998570009,04_01_2023,7
Honda Fit,2012,8593,механика,черный,хэтчбек 5 дв.,1.5,бензин,руль слева,13 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64282354acb75186057666,04_01_2023,11
Toyota Camry,2003,8900,механика,серебристый,седан,2.4,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64270b7ab6d50152931336,04_01_2023,20
BMW X5,2005,13500,автомат,синий,внедорожник 5 дв.,4.4,бензин,руль слева,358 800 км,Бишкек,https://www.mashina.kg/details/bmw-x5-642822d1a6e01468162149,04_01_2023,18
Mercedes-Benz E-класс,2003,6200,автомат,черный,седан,3.2,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/mercedes-benz-e-klass-6426c4dd338a5200705736,04_01_2023,20
Chevrolet Malibu,2016,13800,автомат,черный,седан,1.5,бензин,руль слева,120 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-malibu-6426b8b1e4e09065708317,04_01_2023,7
Toyota Ist,2003,6400,автомат,бирюзовый,хэтчбек 5 дв.,1.5,бензин,руль справа,220 000 км,Бишкек,https://www.mashina.kg/details/toyota-ist-642802c4a7782873875847,04_01_2023,20
Hyundai Sonata,2018,13900,автомат,белый,седан,2.0,газ,руль слева,146 000 км,Бишкек,https://www.mashina.kg/details/hyundai-sonata-6427ddc2242ca365703729,04_01_2023,5
Chevrolet Spark,2017,7600,вариатор,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-spark-642802106396e385178608,04_01_2023,6
Honda Elysion,2005,11300,автомат,голубой,минивэн,3.0,бензин,руль справа,185 000 км,Бишкек,https://www.mashina.kg/details/honda-elysion-6426ddaf8f5de804920560,04_01_2023,18
Honda Stepwgn,2010,11700,вариатор,серебристый,минивэн,2.0,бензин,руль слева,170 000 км,Бишкек,https://www.mashina.kg/details/honda-stepwgn-64268564b2509861408124,04_01_2023,13
Daewoo Matiz,2008,4100,автомат,красный,хэтчбек 5 дв.,0.8,бензин,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/daewoo-matiz-6428012a10597067271751,04_01_2023,15
Toyota Camry,2017,14800,автомат,черный,седан,2.5,бензин,руль слева,80 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6426ae30b42ef309597277,04_01_2023,6
Toyota Crown,2008,12800,автомат,белый,седан,3.5,бензин,руль справа,95 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-6427ff7f778c4397186252,04_01_2023,15
Honda Fit,2003,4837,вариатор,серый,хэтчбек 5 дв.,1.3,бензин,руль справа,200 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-6427ff24a0e9a562752644,04_01_2023,20
Honda CR-V,2008,15000,автомат,серебристый,внедорожник 5 дв.,2.4,бензин,руль слева,198 000 км,Бишкек,https://www.mashina.kg/details/honda-cr-v-6427febc535a0452832891,04_01_2023,15
Chevrolet Malibu,2017,16900,автомат,белый,седан,1.5,бензин,руль слева,168 000 км,Бишкек,https://www.mashina.kg/details/chevrolet-malibu-642672b782a3a989347697,04_01_2023,6
Kia Morning,2013,7700,автомат,серебристый,хэтчбек 5 дв.,1.0,бензин,руль слева,150 000 км,Бишкек,https://www.mashina.kg/details/kia-morning-6427fe5b02154033207301,04_01_2023,10
Subaru Forester,2017,17700,вариатор,зеленый,внедорожник 5 дв.,2.5,бензин,руль слева,46 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-6427fe28c34a4826668225,04_01_2023,6
Chevrolet Spark,2017,7999,вариатор,белый,хэтчбек 5 дв.,1.0,бензин,руль слева,108 500 км,Бишкек,https://www.mashina.kg/details/chevrolet-spark-6427fe1559a3a951573227,04_01_2023,6
Toyota Camry,2011,9500,автомат,белый,седан,2.4,бензин,руль слева,200 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6427fddf8cf20394374052,04_01_2023,12
ВАЗ (Lada) Priora,2013,5300,механика,серебристый,седан,1.6,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/vaz-lada-priora-6427fbd53faa4348189143,04_01_2023,10
Toyota Crown,2009,14990,автомат,белый,седан,3.5,бензин,руль справа,145 000 км,Бишкек,https://www.mashina.kg/details/toyota-crown-6427fba49e933779842869,04_01_2023,14
Kia K5 I Седан,2011,12500,автомат,белый,седан,2.0,газ,руль слева,188 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-6427f995545b0616090404,04_01_2023,12
BMW 5 серии,2003,10500,автомат,черный,седан,3.0,бензин,руль слева,287 000 км,Бишкек,https://www.mashina.kg/details/bmw-5-serii-6427f9444ccbf340543890,04_01_2023,20
Toyota Camry,2011,13800,автомат,черный,седан,2.5,бензин,руль слева,130 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6426f4b7998f1809725238,04_01_2023,12
Toyota Camry,2014,14300,автомат,серый,седан,2.5,бензин,руль слева,148 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-6428132f58c56369252825,04_01_2023,9
Toyota Camry,2016,16300,автомат,черный,седан,2.5,бензин,руль слева,108 000 км,Бишкек,https://www.mashina.kg/details/toyota-camry-64270ab116c32222160653,04_01_2023,7
Toyota Allex,2003,8300,автомат,серебристый,хэтчбек 5 дв.,1.8,бензин,руль справа,188 000 км,Бишкек,https://www.mashina.kg/details/toyota-allex-64267a26ee3dd584863565,04_01_2023,20
Honda Fit,2003,5800,вариатор,серебристый,хэтчбек 5 дв.,1.3,бензин,руль справа,240 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64281155dabfb305690607,04_01_2023,20
Lexus RX,2003,14700,автомат,черный,внедорожник 5 дв.,3.0,бензин,руль слева,0 км,Бишкек,https://www.mashina.kg/details/lexus-rx-64281111a0120159468828,04_01_2023,20
Kia K5 II Седан,2017,13000,автомат,черный,седан,2.0,газ,руль слева,192 000 км,Бишкек,https://www.mashina.kg/details/kia-k5-64281106c2d39539417242,04_01_2023,6
Honda Fit,2006,7000,автомат,белый,хэтчбек 5 дв.,1.5,бензин,руль справа,100 000 км,Бишкек,https://www.mashina.kg/details/honda-fit-64280fe1c4f8c226746110,04_01_2023,17
Subaru Forester,2017,18500,вариатор,бордовый,внедорожник 5 дв.,2.5,бензин,руль слева,140 000 км,Бишкек,https://www.mashina.kg/details/subaru-forester-6426b79e6911a333978008,04_01_2023,6
Nissan Note,2007,5679,механика,серый,хэтчбек 5 дв.,1.6,бензин,руль слева,180 000 км,Бишкек,https://www.mashina.kg/details/nissan-note-64280f37084d1639091101,04_01_2023,16
Toyota Passo,2004,5400,автомат,золотистый,хэтчбек 5 дв.,1.0,бензин,руль справа,220 000 км,Бишкек,https://www.mashina.kg/details/toyota-passo-64280f28d757e886890157,04_01_2023,19
